taxon,precision-native_rf,recall-native_rf,f1-native_rf,precision-mobilenet_pca50_rf,recall-mobilenet_pca50_rf,f1-mobilenet_pca50_rf,precision-mobilenet600,recall-mobilenet600,f1-mobilenet600,precision-effnetv2s,recall-effnetv2s,f1-effnetv2s
Thaliacea,0.6746987951807228,0.6222222222222222,0.6473988439306358,0.7473684210526316,0.7888888888888889,0.7675675675675675,0.6724137931034483,0.8666666666666667,0.7572815533980582,0.672,0.9333333333333333,0.7813953488372094
Trichodesmium,0.8409405255878285,0.7619047619047619,0.7994740302432609,0.8745387453874539,0.8909774436090225,0.88268156424581,0.8346636259977195,0.9172932330827067,0.8740298507462686,0.8173817381738174,0.931077694235589,0.8705330990041008
artefact,0.9148338792700047,0.9635288319369147,0.9385501680268844,0.954864593781344,0.9383932971907344,0.9465572955505841,0.9181646168401135,0.956628881222277,0.9370021723388849,0.9139228598306679,0.9576145884672252,0.9352587244283996
bubble,0.8766324626865671,0.9328700831368656,0.9038773669972947,0.9741518578352181,0.9727013277081524,0.9734260524028313,0.968210941350419,0.9750589403151756,0.9716228748068005,0.9659021219183123,0.977168383174091,0.971502590673575
cyphonaute,0.0,0.0,0.0,0.8798283261802575,0.8577405857740585,0.8686440677966102,0.8127340823970037,0.9079497907949791,0.8577075098814229,0.7898550724637681,0.9121338912133892,0.8466019417475729
detritus,0.6425124815217694,0.7523187459177009,0.6930934364328374,0.805207026348808,0.8383409536250817,0.82144,0.8582441903356695,0.7598628347485303,0.8060627056989433,0.8785869440951183,0.7529392553886349,0.810924887005153
egg_Actinopterygii,0.8854860186418109,0.8625162127107653,0.873850197109067,0.9722589167767504,0.9546044098573282,0.9633507853403142,0.9465648854961832,0.9649805447470817,0.9556840077071291,0.9762845849802372,0.9610894941634242,0.9686274509803922
egg_Engraudilae,0.9406211936662606,0.9934073002090368,0.9662938922343004,0.9969418960244648,0.9959800611030712,0.9964607464607464,0.9977386528832176,0.9932465026531597,0.9954875100725221,0.996784048882457,0.996784048882457,0.996784048882457
egg_Sardina,0.5786776012301383,0.9699312714776632,0.7248796147672552,0.9675491033304867,0.9733676975945017,0.9704496788008565,0.9602368866328257,0.9750859106529209,0.9676044330775789,0.9645569620253165,0.9819587628865979,0.9731800766283526
egg_other,0.0,0.0,0.0,0.8571428571428571,0.8333333333333334,0.8450704225352113,0.723404255319149,0.9444444444444444,0.8192771084337349,0.8181818181818182,1.0,0.9
feces,0.5862068965517241,0.265625,0.3655913978494624,0.6233766233766234,0.375,0.46829268292682924,0.33613445378151263,0.625,0.43715846994535523,0.2861356932153392,0.7578125,0.41541755888650966
fiber_detritus,0.9008254281138351,0.8805394990366089,0.8905669569453749,0.8931862269641125,0.8871628131021194,0.8901643305944901,0.8638042474607571,0.901252408477842,0.8821310702498821,0.8713409695707509,0.906912331406551,0.8887708739009854
gelatinous,0.5106382978723404,0.2696629213483146,0.35294117647058826,0.5490196078431373,0.3146067415730337,0.39999999999999997,0.35909090909090907,0.4438202247191011,0.3969849246231156,0.3813559322033898,0.5056179775280899,0.43478260869565216
light_detritus,0.7047966401414677,0.7979229229229229,0.7484741784037559,0.7820590006020469,0.8126876876876877,0.7970792170338098,0.767102498248891,0.8221971971971972,0.793694890687281,0.7612602365787079,0.8374624624624625,0.7975452812202097
medium_detritus,0.8,0.025,0.04848484848484849,0.7077464788732394,0.628125,0.6655629139072848,0.553014553014553,0.83125,0.6641697877652933,0.5650406504065041,0.86875,0.6847290640394089
other_Cnidaria,0.5296803652968036,0.24166666666666667,0.33190271816881256,0.8248847926267281,0.7458333333333333,0.7833698030634574,0.730909090909091,0.8375,0.7805825242718447,0.7324955116696589,0.85,0.7868852459016393
other_Crustacea,0.5185185185185185,0.14411764705882352,0.2255466052934407,0.8725782414307004,0.8610294117647059,0.8667653589933383,0.8270932607215793,0.8933823529411765,0.8589607635206787,0.8394557823129252,0.9073529411764706,0.8720848056537103
other_living,0.4641388761991777,0.266038229903116,0.3382157123834887,0.5607008760951189,0.4692327834511652,0.5109052031361369,0.5548033526756931,0.45064152919612466,0.4973269758705389,0.5688042752171009,0.4459282534694946,0.4999266108909438
part_Crustacea,0.45454545454545453,0.39473684210526316,0.4225352112676056,0.7839506172839507,0.6684210526315789,0.7215909090909092,0.7047619047619048,0.7789473684210526,0.74,0.7246376811594203,0.7894736842105263,0.7556675062972293
plastic,0.46369796708615685,0.722473604826546,0.5648584905660378,0.6138032305433186,0.6304675716440422,0.6220238095238095,0.5454545454545454,0.7149321266968326,0.618798955613577,0.5883116883116883,0.6832579185520362,0.6322400558269365
shrimp_like,0.650994575045208,0.6728971962616822,0.661764705882353,0.8461538461538461,0.8841121495327103,0.8647166361974407,0.8537477148080439,0.8728971962616823,0.8632162661737522,0.8773234200743495,0.8822429906542056,0.8797763280521902
