taxon,precision-native_rf,recall-native_rf,f1-native_rf,precision-mobilenet_pca50_rf,recall-mobilenet_pca50_rf,f1-mobilenet_pca50_rf,precision-mobilenet600,recall-mobilenet600,f1-mobilenet600,precision-effnetv2s,recall-effnetv2s,f1-effnetv2s
Actinopterygii,1.0,0.125,0.2222222222222222,0.8,0.5,0.6153846153846154,0.3333333333333333,0.5625,0.4186046511627907,0.6,0.9375,0.7317073170731707
Annelida,0.0,0.0,0.0,0.7115384615384616,0.3217391304347826,0.44311377245508976,0.5121951219512195,0.5478260869565217,0.5294117647058824,0.45614035087719296,0.6782608695652174,0.5454545454545454
Appendicularia,0.6524453694068678,0.5590726705305394,0.6021608643457383,0.842605801236329,0.790013374944271,0.815462494247584,0.7520372526193247,0.8640213999108337,0.8041493775933609,0.7781299524564184,0.8756130182790905,0.8239983217956787
Bacillariophyceae,0.8029301047919422,0.9160766105629715,0.8557796573411407,0.9637915129151291,0.9701683110853163,0.9669693989703245,0.9547058154091271,0.9737666860127684,0.9641420526376279,0.958129480031858,0.9774811375507835,0.9677085727418985
Chaetognatha,0.5746606334841629,0.8054968287526427,0.670774647887324,0.8553459119496856,0.8625792811839323,0.8589473684210526,0.8366533864541833,0.8879492600422833,0.8615384615384615,0.8448275862068966,0.9323467230443975,0.8864321608040201
Ciripedia,0.6401799100449775,0.3432475884244373,0.44688644688644685,0.8847077662129704,0.8882636655948553,0.8864821500200561,0.8727415553809897,0.8930868167202572,0.8827969805323798,0.841025641025641,0.9228295819935691,0.8800306630893062
Cladocera,0.6703786191536748,0.4321608040201005,0.5255347010039284,0.8935219657483247,0.8614501076812635,0.8771929824561404,0.8555708390646493,0.8930366116295765,0.8739023533544081,0.8554216867469879,0.9174443646805456,0.8853481122272255
Copepoda,0.9551443831435614,0.8952811893988365,0.9242444679506747,0.9809018421016266,0.976234028799736,0.9785623690305504,0.9767572607849052,0.979672392688663,0.9782126549249838,0.9751281072830353,0.9840734984664897,0.9795803812848685
Ctenophora,1.0,0.01694915254237288,0.03333333333333333,0.64,0.2711864406779661,0.38095238095238093,0.4117647058823529,0.5932203389830508,0.486111111111111,0.36470588235294116,0.5254237288135594,0.4305555555555556
Decapoda,0.8108836206896551,0.9333333333333333,0.8678102926337034,0.9557657107992679,0.9714728682170543,0.9635552821774566,0.959214964734744,0.9699224806201551,0.9645390070921986,0.9716245712503898,0.9662015503875969,0.968905472636816
Echinodermata,0.8627450980392157,0.09713024282560706,0.17460317460317457,0.8430493273542601,0.8300220750551877,0.8364849833147942,0.7076923076923077,0.9139072847682119,0.7976878612716763,0.7577413479052824,0.9183222958057395,0.8303393213572855
Halosphaera,0.8571428571428571,0.6233766233766234,0.7218045112781956,0.797752808988764,0.922077922077922,0.8554216867469879,0.6,0.935064935064935,0.7309644670050761,0.6434782608695652,0.961038961038961,0.7708333333333333
Mollusca,0.8408163265306122,0.5051495831289848,0.6311274509803921,0.8341733870967742,0.8116723884256989,0.8227690778026349,0.7541736227045075,0.8862187346738597,0.814881623449831,0.770442930153322,0.8871996076508092,0.8247093685890131
Neoceratium,0.9473507712944332,0.9639664232580359,0.9555863748604675,0.984271978021978,0.9780249778202416,0.9811385342142197,0.9775654059915955,0.9843035555858869,0.9809229095113408,0.9761567038162783,0.986282672490275,0.9811935637178355
Noctiluca,0.6917839310031775,0.711816907986922,0.7016574585635359,0.8025770823745974,0.8145726296123307,0.8085303662494205,0.7520938023450586,0.8388603456328818,0.7931110620446014,0.751324908275581,0.8608127043437646,0.802350892468437
Phoronida,0.0,0.0,0.0,0.7857142857142857,0.7333333333333333,0.7586206896551724,0.37142857142857144,0.8666666666666667,0.52,0.5909090909090909,0.8666666666666667,0.7027027027027029
Rhizaria,0.7803505734689461,0.8335644937586685,0.8060802503632502,0.9212107208872459,0.9216366158113731,0.9214236191356597,0.8732245071019716,0.9521497919556172,0.9109808691805816,0.882529474812433,0.9516874711049468,0.9158046935824713
Rhizosolenids,0.7725966850828729,0.9638819961400606,0.8577036310107949,0.9086106708927628,0.9484422387648194,0.928099285039795,0.9143164114961053,0.9385166804521643,0.9262585034013606,0.911625460284061,0.9556106975461814,0.933100013460762
Siphonophorae,0.6977168949771689,0.47102342786683105,0.562384983437615,0.8478409869773817,0.7626387176325524,0.8029860434923726,0.8042929292929293,0.7854500616522812,0.7947598253275109,0.7832422586520947,0.7953144266337855,0.789232181095136
