taxon,precision-native_rf,recall-native_rf,f1-native_rf,precision-mobilenet_pca50_rf,recall-mobilenet_pca50_rf,f1-mobilenet_pca50_rf,precision-mobilenet600,recall-mobilenet600,f1-mobilenet600,precision-effnetv2s,recall-effnetv2s,f1-effnetv2s,grouped
Dictyocha,0.835820895522388,0.4827586206896552,0.6120218579234973,0.9626168224299065,0.8879310344827587,0.9237668161434978,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.8809523809523809,0.9568965517241379,0.9173553719008265,Dictyochophyceae
Dinobryon,0.5604395604395604,0.6695842450765864,0.6101694915254238,0.9429175475687104,0.975929978118162,0.9591397849462366,0.9237113402061856,0.9803063457330415,0.9511677282377918,0.9552238805970149,0.9803063457330415,0.9676025917926565,Dinobryon
Ditylum,0.6235294117647059,0.38686131386861317,0.47747747747747743,0.9057971014492754,0.9124087591240876,0.9090909090909091,0.8840579710144928,0.8905109489051095,0.8872727272727274,0.9224806201550387,0.8686131386861314,0.8947368421052632,Ditylum
Emiliania_huxleyi,0.875,0.3181818181818182,0.4666666666666667,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.8461538461538461,1.0,0.9166666666666666,0.8148148148148148,1.0,0.8979591836734693,Haptophyta
Ephemera,0.6190476190476191,0.52,0.5652173913043478,0.9230769230769231,0.96,0.9411764705882353,0.88,0.88,0.88,0.8333333333333334,1.0,0.9090909090909091,other_diatom
Eucampia,0.6666666666666666,0.36123348017621143,0.4685714285714285,0.8761904761904762,0.8105726872246696,0.8421052631578946,0.8304347826086956,0.8414096916299559,0.8358862144420132,0.8523206751054853,0.8898678414096917,0.8706896551724138,Eucampia
Euglena,0.4339622641509434,0.46938775510204084,0.4509803921568628,0.8536585365853658,0.7142857142857143,0.7777777777777778,0.42452830188679247,0.9183673469387755,0.5806451612903226,0.5569620253164557,0.8979591836734694,0.6875,Euglena
G_delicatula_detritus,0.3333333333333333,0.017241379310344827,0.03278688524590164,0.8048780487804879,0.5689655172413793,0.6666666666666667,0.4230769230769231,0.7586206896551724,0.5432098765432098,0.5232558139534884,0.7758620689655172,0.625,Guinardia
G_delicatula_external_parasite,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.2692307692307692,0.19999999999999998,0.23809523809523808,0.19230769230769232,0.21276595744680848,Guinardia
G_delicatula_parasite,0.7872340425531915,0.18974358974358974,0.3057851239669422,0.7647058823529411,0.6,0.6724137931034482,0.5560165975103735,0.6871794871794872,0.6146788990825689,0.49240121580547114,0.8307692307692308,0.618320610687023,Guinardia
Guinardia_delicatula,0.654485049833887,0.8606378331148974,0.7435365163238347,0.8963945296311645,0.944954128440367,0.9200340280731604,0.8812843261512463,0.9113149847094801,0.8960481099656357,0.8713813068651778,0.9204892966360856,0.8952623751858932,Guinardia
Guinardia_flaccida,0.8301886792452831,0.6567164179104478,0.7333333333333334,0.8783783783783784,0.9701492537313433,0.921985815602837,0.7710843373493976,0.9552238805970149,0.8533333333333334,0.7441860465116279,0.9552238805970149,0.8366013071895424,Guinardia
Guinardia_striata,0.7761194029850746,0.31137724550898205,0.4444444444444445,0.8658536585365854,0.8502994011976048,0.8580060422960725,0.7696335078534031,0.8802395209580839,0.8212290502793297,0.8082901554404145,0.9341317365269461,0.8666666666666666,Guinardia
Gyrodinium,0.6666666666666666,0.46808510638297873,0.55,0.7450980392156863,0.8085106382978723,0.7755102040816325,0.5342465753424658,0.8297872340425532,0.6499999999999999,0.7636363636363637,0.8936170212765957,0.8235294117647058,other_Dinoflagellates
Katodinium_or_Torodinium,0.7142857142857143,0.17857142857142858,0.2857142857142857,0.875,0.5,0.6363636363636364,0.5,0.8214285714285714,0.6216216216216216,0.5227272727272727,0.8214285714285714,0.6388888888888888,other_Dinoflagellates
Leptocylindrus,0.6538670284938942,0.777132720528947,0.7101908481320462,0.8547756760981711,0.8817932591517497,0.868074297507541,0.8765008576329331,0.8240606353813901,0.849472196824869,0.8876768365433783,0.8398645379777455,0.8631090487238978,Leptocylindrus
Leptocylindrus_mediterraneus,1.0,0.0625,0.11764705882352941,0.7777777777777778,0.875,0.823529411764706,0.5,1.0,0.6666666666666666,0.7777777777777778,0.875,0.823529411764706,Leptocylindrus
Mesodinium_sp,0.43243243243243246,0.14414414414414414,0.21621621621621623,0.8775510204081632,0.7747747747747747,0.8229665071770335,0.7899159663865546,0.8468468468468469,0.817391304347826,0.8260869565217391,0.8558558558558559,0.8407079646017699,other_Ciliophora
Paralia,0.8,0.18181818181818182,0.2962962962962963,1.0,0.6363636363636364,0.7777777777777778,0.9444444444444444,0.7727272727272727,0.85,0.84,0.9545454545454546,0.8936170212765958,other_diatom
Peridiniales,0.7837837837837838,0.48333333333333334,0.5979381443298969,0.8679245283018868,0.7666666666666667,0.8141592920353983,0.6818181818181818,0.875,0.7664233576642336,0.6646706586826348,0.925,0.7735191637630663,Peridiniales
Phaeocystis,0.6259541984732825,0.6721311475409836,0.6482213438735178,0.9739130434782609,0.9180327868852459,0.9451476793248946,0.9076923076923077,0.9672131147540983,0.9365079365079365,0.8380281690140845,0.9754098360655737,0.9015151515151515,Haptophyta
Pleurosigma,0.7301587301587301,0.6133333333333333,0.6666666666666665,0.92,0.92,0.92,0.9305555555555556,0.8933333333333333,0.9115646258503401,0.9324324324324325,0.92,0.9261744966442953,other_diatom
Prorocentrum,0.58984375,0.8031914893617021,0.6801801801801801,0.8900523560209425,0.9042553191489362,0.8970976253298154,0.8374384236453202,0.9042553191489362,0.8695652173913042,0.8894472361809045,0.9414893617021277,0.9147286821705426,Prorocentrum
Proterythropsis_sp,0.75,0.07317073170731707,0.13333333333333333,0.7352941176470589,0.6097560975609756,0.6666666666666666,0.4146341463414634,0.8292682926829268,0.5528455284552845,0.4805194805194805,0.9024390243902439,0.6271186440677966,other_Dinoflagellates
Pseudochattonella_farcimen,0.5263157894736842,0.3333333333333333,0.4081632653061224,0.6857142857142857,0.8,0.7384615384615385,0.45161290322580644,0.9333333333333333,0.608695652173913,0.4444444444444444,0.9333333333333333,0.6021505376344086,Dictyochophyceae
Pseudonitzschia,0.4567901234567901,0.10164835164835165,0.16629213483146066,0.7023809523809523,0.6483516483516484,0.6742857142857142,0.726027397260274,0.5824175824175825,0.6463414634146343,0.640625,0.7884615384615384,0.7068965517241379,Pseudonitzschia
Pyramimonas_longicauda,0.5714285714285714,0.1568627450980392,0.24615384615384614,0.9375,0.8823529411764706,0.9090909090909091,0.765625,0.9607843137254902,0.8521739130434782,0.9795918367346939,0.9411764705882353,0.96,Pyramimonas_longicauda
Rhizosolenia,0.6391240875912408,0.8514196810579541,0.7301534356237492,0.9381957773512476,0.9506028782574873,0.9443585780525503,0.9426650850138395,0.9272656553870089,0.9349019607843138,0.9709028669234061,0.882535978218592,0.9246128769356152,Rhizosolenia
Skeletonema,0.5908289241622575,0.2860802732707088,0.38550057537399307,0.8276699029126213,0.8736122971818958,0.850020772746157,0.7409510290986515,0.8915456874466268,0.8093023255813953,0.7708185053380783,0.9248505550811272,0.8408385093167702,Thalassiosirales
Strombidium,0.5490196078431373,0.4375,0.48695652173913045,0.6949152542372882,0.640625,0.6666666666666667,0.45,0.84375,0.5869565217391305,0.6111111111111112,0.6875,0.6470588235294118,Strombidium
Thalassionema,0.5465116279069767,0.4017094017094017,0.4630541871921182,0.9428571428571428,0.8461538461538461,0.8918918918918919,0.8571428571428571,0.9230769230769231,0.888888888888889,0.8270676691729323,0.9401709401709402,0.8799999999999999,Thalassionema
Thalassiosira,0.6338582677165354,0.37398373983739835,0.4704163623082542,0.7981859410430839,0.8176538908246226,0.8078026391279404,0.7537634408602151,0.8141695702671312,0.7828029034059185,0.7523029682702149,0.8536585365853658,0.7997823721436345,Thalassiosirales
Thalassiosira_dirty,0.5495495495495496,0.3860759493670886,0.4535315985130112,0.7445255474452555,0.6455696202531646,0.6915254237288134,0.5436893203883495,0.7088607594936709,0.6153846153846153,0.5073529411764706,0.8734177215189873,0.641860465116279,Thalassiosirales
