taxon,precision-native_rf,recall-native_rf,f1-native_rf,precision-mobilenet_pca50_rf,recall-mobilenet_pca50_rf,f1-mobilenet_pca50_rf,precision-mobilenet600,recall-mobilenet600,f1-mobilenet600,precision-effnetv2s,recall-effnetv2s,f1-effnetv2s,grouped
Neoceratium fusus,0.0,0.0,0.0,0.9036144578313253,0.7978723404255319,0.8474576271186441,0.896551724137931,0.8297872340425532,0.861878453038674,0.8888888888888888,0.9361702127659575,0.9119170984455959,Gonyaulacales
Neoceratium pentagonum,0.6761904761904762,0.3604060913705584,0.47019867549668876,0.9177057356608479,0.934010152284264,0.9257861635220126,0.9573333333333334,0.9111675126903553,0.9336801040312094,0.961139896373057,0.9416243654822335,0.9512820512820512,Gonyaulacales
Nitzschia,0.6666666666666666,0.07692307692307693,0.13793103448275862,0.8333333333333334,0.38461538461538464,0.5263157894736842,0.7,0.5384615384615384,0.608695652173913,0.6060606060606061,0.7692307692307693,0.6779661016949152,Nitzschia
Odontella,0.5392156862745098,0.6395348837209303,0.5851063829787233,0.9642857142857143,0.9418604651162791,0.9529411764705882,0.9649122807017544,0.9593023255813954,0.9620991253644315,0.953757225433526,0.9593023255813954,0.9565217391304348,Odontella
Oithonidae,0.3783783783783784,0.35,0.36363636363636365,0.6097560975609756,0.625,0.6172839506172839,0.484375,0.775,0.5961538461538463,0.6666666666666666,0.85,0.7472527472527473,Copepoda
Oncaeidae,0.5161290322580645,0.5517241379310345,0.5333333333333333,0.6379310344827587,0.6379310344827587,0.6379310344827587,0.5064935064935064,0.6724137931034483,0.5777777777777778,0.7358490566037735,0.6724137931034483,0.7027027027027026,Copepoda
Ornithocercus,1.0,0.027777777777777776,0.05405405405405406,0.8285714285714286,0.8055555555555556,0.8169014084507044,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8461538461538461,0.9166666666666666,0.8799999999999999,Dinophysiales
Oxytoxum,0.0,0.0,0.0,0.5454545454545454,0.3333333333333333,0.41379310344827586,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.7058823529411765,0.6666666666666666,0.6857142857142857,Peridiniales
Planktoniella sol,0.8181818181818182,0.2967032967032967,0.435483870967742,0.953757225433526,0.9065934065934066,0.9295774647887324,0.8936170212765957,0.9230769230769231,0.908108108108108,0.9301075268817204,0.9505494505494505,0.9402173913043479,Planktoniella sol
Podolampas,0.6666666666666666,0.0425531914893617,0.08,0.7619047619047619,0.6808510638297872,0.7191011235955055,0.6666666666666666,0.723404255319149,0.6938775510204082,0.74,0.7872340425531915,0.7628865979381443,Peridiniales
Poroecus,0.0,0.0,0.0,0.8936170212765957,0.75,0.8155339805825244,0.7076923076923077,0.8214285714285714,0.7603305785123968,0.7727272727272727,0.9107142857142857,0.8360655737704916,Tintinnidiidae
Protoperidinium,0.29545454545454547,0.13402061855670103,0.18439716312056736,0.6274509803921569,0.6597938144329897,0.6432160804020101,0.5583333333333333,0.6907216494845361,0.6175115207373272,0.5887096774193549,0.7525773195876289,0.6606334841628959,Peridiniales
Pseudo-Nitzschia chain,1.0,0.06,0.11320754716981131,0.7435897435897436,0.58,0.6516853932584269,0.7222222222222222,0.52,0.6046511627906976,0.7291666666666666,0.7,0.7142857142857142,Pseudo-Nitzschia chain
Pyrocystaceae,0.5,0.16666666666666666,0.25,0.0,0.0,0.0,0.5,0.4166666666666667,0.45454545454545453,0.5555555555555556,0.4166666666666667,0.4761904761904762,Gonyaulacales
Pyrophacus,0.5454545454545454,0.3,0.3870967741935483,0.8333333333333334,0.75,0.7894736842105262,0.6666666666666666,0.8,0.7272727272727272,0.8947368421052632,0.85,0.8717948717948718,Gonyaulacales
Retaria,0.6582278481012658,0.25365853658536586,0.3661971830985915,0.8341232227488151,0.8585365853658536,0.846153846153846,0.8495145631067961,0.8536585365853658,0.851581508515815,0.8341013824884793,0.8829268292682927,0.8578199052132701,Retaria
Rhabdonellidae,0.5706521739130435,0.6402439024390244,0.603448275862069,0.910828025477707,0.8719512195121951,0.8909657320872274,0.90625,0.8841463414634146,0.8950617283950617,0.9493670886075949,0.9146341463414634,0.9316770186335404,Rhabdonellidae
Rhizosolenia inter. Richelia,0.0,0.0,0.0,0.5918367346938775,0.4793388429752066,0.5296803652968036,0.4666666666666667,0.5785123966942148,0.5166051660516605,0.5588235294117647,0.628099173553719,0.5914396887159533,Rhizosoleniaceae
Rhizosoleniaceae,0.39060710194730813,0.41133896260554886,0.40070505287896596,0.772196261682243,0.7973462002412546,0.7845697329376855,0.7399103139013453,0.7961399276236429,0.7669959325973271,0.8321917808219178,0.879372738238842,0.8551319648093841,Rhizosoleniaceae
Richelia,0.6470588235294118,0.13924050632911392,0.22916666666666669,0.8448275862068966,0.620253164556962,0.7153284671532847,0.7560975609756098,0.7848101265822784,0.7701863354037267,0.7590361445783133,0.7974683544303798,0.7777777777777778,Bacteria
Salpingella,0.0,0.0,0.0,0.7894736842105263,0.625,0.6976744186046512,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.9130434782608695,0.875,0.8936170212765957,Tintinnidiidae
Spumellaria,0.6666666666666666,0.11428571428571428,0.19512195121951217,0.7272727272727273,0.45714285714285713,0.5614035087719298,0.7307692307692307,0.5428571428571428,0.6229508196721311,0.7058823529411765,0.6857142857142857,0.6956521739130436,Retaria
Steenstrupiella,0.0,0.0,0.0,0.85,0.8360655737704918,0.8429752066115703,0.8571428571428571,0.8852459016393442,0.8709677419354839,0.7866666666666666,0.9672131147540983,0.8676470588235293,Tintinnidiidae
Thalassionematales,0.2986111111111111,0.3282442748091603,0.3127272727272727,0.9140625,0.8931297709923665,0.9034749034749036,0.8601398601398601,0.9389312977099237,0.8978102189781021,0.8928571428571429,0.9541984732824428,0.922509225092251,Thalassionematales
Tintinnina,0.6923076923076923,0.1267605633802817,0.21428571428571425,0.6595744680851063,0.43661971830985913,0.5254237288135594,0.5396825396825397,0.4788732394366197,0.5074626865671641,0.639344262295082,0.5492957746478874,0.5909090909090909,Tintinnina
