taxon,precision-native_rf,recall-native_rf,f1-native_rf,precision-mobilenet_pca50_rf,recall-mobilenet_pca50_rf,f1-mobilenet_pca50_rf,precision-mobilenet600,recall-mobilenet600,f1-mobilenet600,precision-effnetv2s,recall-effnetv2s,f1-effnetv2s,grouped
Acantharea,0.3839779005524862,0.4384858044164038,0.40942562592047127,0.78,0.7381703470031545,0.7585089141004862,0.7912457912457912,0.7413249211356467,0.765472312703583,0.771513353115727,0.8201892744479495,0.7951070336391437,Acantharea
Actinopterygii,0.2708333333333333,0.30952380952380953,0.2888888888888889,0.5384615384615384,0.6666666666666666,0.5957446808510638,0.4909090909090909,0.6428571428571429,0.5567010309278351,0.6578947368421053,0.5952380952380952,0.625,Actinopterygii
Annelida,0.0,0.0,0.0,0.9090909090909091,0.5,0.6451612903225806,0.7142857142857143,0.5,0.588235294117647,0.56,0.7,0.6222222222222222,Annelida
Appendicularia,0.18536585365853658,0.6031746031746031,0.2835820895522388,0.7142857142857143,0.5555555555555556,0.6250000000000001,0.5,0.6031746031746031,0.5467625899280575,0.547945205479452,0.6349206349206349,0.5882352941176471,Appendicularia
Aulacanthidae,0.7959183673469388,0.5324232081911263,0.6380368098159509,0.8018575851393189,0.8839590443686007,0.840909090909091,0.6455981941309256,0.9761092150170648,0.7771739130434783,0.7272727272727273,0.9556313993174061,0.8259587020648967,Aulacanthidae
Bacillariophyceae,0.5872093023255814,0.36200716845878134,0.4478935698447894,0.7830508474576271,0.8279569892473119,0.8048780487804879,0.5726681127982647,0.946236559139785,0.7135135135135136,0.6417910447761194,0.9247311827956989,0.7577092511013216,Bacillariophyceae
Chaetognatha,0.25,0.08108108108108109,0.12244897959183675,0.5526315789473685,0.5675675675675675,0.5599999999999999,0.36764705882352944,0.6756756756756757,0.4761904761904762,0.4142857142857143,0.7837837837837838,0.5420560747663551,Chaetognatha
Cnidaria,0.0,0.0,0.0,0.75,0.3,0.4285714285714285,0.32142857142857145,0.45,0.375,0.4117647058823529,0.7,0.5185185185185185,Cnidaria
Copepoda,0.6094182825484764,0.24295969077857538,0.34741413343861033,0.8717366628830874,0.8481501932633904,0.8597816960537363,0.8767361111111112,0.8365543898398675,0.8561740604690591,0.8395385422128998,0.8840419657647709,0.8612157073695536,Copepoda
Crustacea,0.3412698412698413,0.2905405405405405,0.31386861313868614,0.6554054054054054,0.6554054054054054,0.6554054054054054,0.6410256410256411,0.6756756756756757,0.6578947368421052,0.6342857142857142,0.75,0.6873065015479874,Crustacea
Ctenophora,0.48717948717948717,0.5560975609756098,0.5193621867881548,0.8056872037914692,0.8292682926829268,0.8173076923076923,0.7405857740585774,0.8634146341463415,0.7972972972972974,0.7054263565891473,0.8878048780487805,0.7861771058315336,Ctenophora
Doliolida,0.5947556615017878,0.9397363465160076,0.7284671532846714,0.9416126042632067,0.9566854990583804,0.9490892106492294,0.9237668161434978,0.9698681732580038,0.9462563160312356,0.94337899543379,0.972693032015066,0.9578117756142792,Doliolida
Eumalacostraca,0.2,0.13333333333333333,0.16,0.7,0.4666666666666667,0.56,0.7692307692307693,0.6666666666666666,0.7142857142857142,0.5238095238095238,0.7333333333333333,0.611111111111111,Eumalacostraca
